ID,Date,Source,Type,Headline,Relevance Score,URL
ai_12,2024-12-02,www.elcolombiano.com,TRIGGER_EVENT,"Muerte de tres cabecillas del Valle de Aburrá en solo dos semanas: ¿fractura de “paz urbana” o reorganización criminal?",0.900,https://www.elcolombiano.com/medellin/pichi-gordo-y-otros-cabecillas-de-medellin-asesinados-negociacion-de-paz-total-IN23955379
ai_13,2024-12-02,telemedellin.tv,CRIME_STAT,"Medellín registra 1.000 homicidios en 2024, con aumento en comunas del nororiente",0.900,https://telemedellin.tv/desmantelan-grupos-robledo-los-del-12-banda/
ai_14,2024-12-02,es.wikipedia.org,CRIME_STAT,"Clan del Golfo",0.900,https://es.wikipedia.org/wiki/Clan_del_Golfo
ai_15,2024-12-02,www.semana.com,CRIME_STAT,"Medellín registró 1.000 homicidios en 2024, la cifra más alta en una década",0.900,https://www.semana.com/nacion/medellin/articulo/cortes-de-agua-en-medellin-envigado-y-bello-para-este-miercoles-5-de-junio/202405/
ai_16,2024-09-30,spanish.xinhuanet.com,TRIGGER_EVENT,"Policía colombiana abate a líder de organización criminal Clan del Golfo",0.900,https://spanish.xinhuanet.com/20240930/d6176b41d3d94fb791cb1b1981ad5171/c.html
ai_17,2024-12-02,www.elcolombiano.com,TRIGGER_EVENT,"Fue abatido alias Cedral, cabecilla del Clan del Golfo en el Suroeste antioqueño",0.850,https://www.elcolombiano.com/antioquia/abatido-alias-cedral-cabecilla-del-clan-del-golfo-suroeste-antioqueno-BN28615532
ai_18,2024-12-02,www.elcolombiano.com,TRIGGER_EVENT,"Golpe a los jíbaros carceleros de ""la Terraza""",0.850,https://www.elcolombiano.com/blogs/revelacionesdelbajomundo/golpe-a-los-jibaros-carceleros-de-la-terraza/7877
ai_19,2024-03-01,www.policia.gov.co,TRIGGER_EVENT,"Captura de 'Paraco', nuevo cabecilla del grupo delincuencial '13 de noviembre' en Medellín",0.850,https://www.policia.gov.co/noticia/paraco-solo-duro-8-dias-como-cabecilla-del-grupo-delincuencial-13-noviembre-en-medellin
ai_20,2024-12-02,www.alertapaisa.com,TRIGGER_EVENT,"Capturado el coordinador logístico de la estructura ""Los Chatas"" en Bello",0.800,https://www.alertapaisa.com/noticias/valle-de-aburra/capturado-el-coordinador-logistico-de-la-estructura-los-chatas-en-bello
ai_21,2024-12-02,www.infobae.com,TRIGGER_EVENT,"Integrantes de Los Chatas a la cárcel: serían los culpables de homicidio y tráfico de estupefacientes",0.700,https://www.infobae.com/colombia/2025/06/18/integrantes-de-los-chatas-a-la-carcel-serian-los-culpables-de-homicidio-y-trafico-de-estupefacientes/
ai_22,2024-12-02,h13n.com,TRIGGER_EVENT,"Presunto coordinador del grupo delincuencial “Pachelly” fue capturado en Bello por concierto para delinquir",0.700,https://h13n.com/presunto-coordinador-del-grupo-delincuencial-pachelly-fue-capturado-en-bello-por-concierto-para-delinquir/
ai_23,2024-12-02,coosmovision.com,TRIGGER_EVENT,"En Bello capturaron 3 presuntos integrantes del grupo delincuencial Pachelly con armas y droga",0.700,https://coosmovision.com/en-bello-capturaron-3-presuntos-integrantes-del-grupo-delincuencial-pachelly-con-armas-y-droga/92/
ai_24,2024-12-02,www.infobae.com,TRIGGER_EVENT,"Golpe a la criminalidad en Medellín: cayó señalado cabecilla de banda que tenía atemorizados a los ciudadanos",0.700,https://www.infobae.com/colombia/2025/09/08/golpe-a-la-criminalidad-en-medellin-cayo-senalado-cabecilla-de-banda-que-tenia-atemorizados-a-los-ciudadanos/
ai_25,2024-12-02,www.elcolombiano.com,CRIME_STAT,"Bandas | Revelaciones del bajo mundo",0.600,https://www.elcolombiano.com/blogs/revelacionesdelbajomundo/crimen/bandas
ai_26,2024-12-02,www.elcolombiano.com,CRIME_STAT,"Combos | Revelaciones del bajo mundo",0.600,https://www.elcolombiano.com/blogs/revelacionesdelbajomundo/crimen/combos
ai_27,2024-12-02,www.elcolombiano.com,CRIME_STAT,"Paz urbana anticipa recambio de cabecillas de las bandas del Valle de Aburrá",0.600,https://www.elcolombiano.com/antioquia/paz-urbana-anticipa-recambio-de-cabecillas-de-las-bandas-del-valle-de-aburra-AN25828484
ai_28,2024-12-02,www.medellin.gov.co,TRIGGER_EVENT,"Autoridades desarticulan grupos delincuenciales en San Antonio de Prado y Robledo dedicados a la extorsión y al secuestro",0.600,https://www.medellin.gov.co/es/sala-de-prensa/noticias/autoridades-desarticulan-grupos-delincuenciales-en-san-antonio-de-prado-y-robledo-dedicados-a-la-extorsion-y-al-secuestro/
ai_29,2024-12-02,www.elcolombiano.com,TRIGGER_EVENT,"Con capturas en Medellín, Policía frustra expansión de banda Robledo hacia el Caribe",0.600,https://www.elcolombiano.com/medellin/captura-banda-robledo-que-planeaba-expansion-a-caribe-en-medellin-PF26106922
